Ano;Mês;data;Distrito;Concelho;Freguesia;Inclui Mobilidade Elétrica;CPEs com DCs Recolhidos (#);CodDistritoConcelhoFreguesia
2024;2;2024-02;Viana do Castelo;Ponte da Barca;Sampriz;Não;242;160619
2024;2;2024-02;Viana do Castelo;Vila Nova de Cerveira;Cornes;Não;115;161003
2024;2;2024-02;Vila Real;Alijó;Pinhão;Não;54;170109
2024;3;2024-03;Aveiro;Oliveira de Azeméis;União das freguesias de Nogueira do Cravo e Pindelo;Não;1974;011320
2024;3;2024-03;Bragança;Mirandela;Aguieiras;Não;136;040703
2024;3;2024-03;Bragança;Mogadouro;Bemposta;Não;433;040802
2024;3;2024-03;Castelo Branco;Fundão;União das freguesias de Vale de Prazeres e Mata da Rainha;Não;1052;050436
2024;3;2024-03;Castelo Branco;Idanha-a-Nova;União das freguesias de Monsanto e Idanha-a-Velha;Não;369;050520
2024;3;2024-03;Castelo Branco;Oleiros;Madeirã;Não;93;050606
2024;3;2024-03;Castelo Branco;Vila Velha de Rodão;Vila Velha de Ródão;Não;1515;051104
2024;3;2024-03;Coimbra;Arganil;União das freguesias de Cerdeira e Moura da Serra;Sim;1;060120
2024;3;2024-03;Coimbra;Cantanhede;Cordinhã;Não;163;060205
2024;3;2024-03;Coimbra;Condeixa-a-Nova;União das freguesias de Condeixa-a-Velha e Condeixa-a-Nova;Não;4275;060411
2024;3;2024-03;Coimbra;Montemor-o-Velho;Seixo de Gatões;Não;208;061010
2024;3;2024-03;Coimbra;Pampilhosa da Serra;Unhais-o-Velho;Não;321;061209
2024;3;2024-03;Faro;Alcoutim;Vaqueiros;Não;163;080205
2024;3;2024-03;Guarda;Guarda;Vila Cortês do Mondego;Não;152;090750
2024;3;2024-03;Leiria;Bombarral;Roliça;Sim;1;100503
2024;3;2024-03;Leiria;Caldas da Rainha;Foz do Arelho;Não;1779;100606
2024;3;2024-03;Leiria;Leiria;Milagres;Não;877;100915
2024;3;2024-03;Lisboa;Amadora;Águas Livres;Não;14558;111513
2024;3;2024-03;Portalegre;Gavião;Margem;Não;546;120905
2024;3;2024-03;Porto;Amarante;Jazente;Não;18;130118
2024;3;2024-03;Porto;Baião;Gove;Não;911;130206
2024;3;2024-03;Porto;Maia;Águas Santas;Não;12362;130601
2024;3;2024-03;Porto;Paredes;Sobreira;Não;1092;131020
2024;3;2024-03;Porto;Vila do Conde;Azurara;Não;1152;131604
2024;3;2024-03;Viana do Castelo;Ponte da Barca;União das freguesias de Vila Chã (São João Baptista e Santiago);Não;465;160630
2024;3;2024-03;Viana do Castelo;Viana do Castelo;Mujães;Não;810;160922
2024;3;2024-03;Viana do Castelo;Viana do Castelo;União das freguesias de Torre e Vila Mou;Não;59;160947
2024;3;2024-03;Vila Real;Valpaços;Canaveses;Não;134;171206
2024;3;2024-03;Vila Real;Vila Real;Andrães;Não;841;171403
2024;3;2024-03;Viseu;Tabuaço;Adorigo;Não;216;181901
2024;4;2024-04;Aveiro;Oliveira de Azeméis;São Roque;Sim;1;011318
2024;4;2024-04;Aveiro;Sever do Vouga;União das freguesias de Cedrim e Paradela;Não;848;011710
2024;4;2024-04;Beja;Odemira;Sabóia;Não;462;021103
2024;4;2024-04;Braga;Celorico de Basto;Ribas;Não;168;030518
2024;4;2024-04;Braga;Fafe;União de freguesias de Moreira do Rei e Várzea Cova;Não;37;030744
2024;4;2024-04;Leiria;Peniche;Ferrel;Não;2940;101406
2024;4;2024-04;Leiria;Peniche;Peniche;Sim;2;101407
2024;4;2024-04;Leiria;Pombal;Abiul;Não;1214;101501
2024;4;2024-04;Lisboa;Alenquer;Ota;Não;573;110109
2024;4;2024-04;Lisboa;Alenquer;União das freguesias de Aldeia Galega da Merceana e Aldeia Gavinha;Não;1547;110118
2024;4;2024-04;Lisboa;Azambuja;Aveiras de Cima;Sim;1;110303
2024;4;2024-04;Lisboa;Lisboa;Marvila;Sim;8;110621
2024;4;2024-04;Lisboa;Lisboa;Parque das Nações;Sim;27;110662
2024;4;2024-04;Lisboa;Lisboa;Santo António;Sim;3;110666
2024;4;2024-04;Lisboa;Vila Franca de Xira;União das freguesias de Póvoa de Santa Iria e Forte da Casa;Sim;9;111415
2024;4;2024-04;Portalegre;Portalegre;União das freguesias de Reguengo e São Julião;Não;609;121412
2024;4;2024-04;Porto;Maia;Moreira;Não;4860;130609
2024;4;2024-04;Porto;Maia;Nogueira e Silva Escura;Não;2696;130620
2024;4;2024-04;Porto;Marco de Canaveses;Constance;Não;266;130705
2024;4;2024-04;Porto;Vila Nova de Gaia;Oliveira do Douro;Sim;2;131712
2024;4;2024-04;Santarém;Abrantes;União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;Não;1957;140124
2024;4;2024-04;Santarém;Alcanena;Minde;Não;1658;140206
2024;4;2024-04;Santarém;Coruche;Santana do Mato;Não;401;140908
2024;4;2024-04;Santarém;Ferreira do Zêzere;União das freguesias de Areias e Pias;Não;1465;141111
2024;4;2024-04;Santarém;Rio Maior;União das freguesias de São João da Ribeira e Ribeira de São João;Não;365;141418
2024;4;2024-04;Santarém;Torres Novas;Riachos;Sim;1;141910
2024;4;2024-04;Setúbal;Grândola;Melides;Sim;1;150503
2024;4;2024-04;Setúbal;Seixal;Amora;Sim;4;151002
2024;4;2024-04;Setúbal;Sines;Sines;Sim;7;151301
2024;4;2024-04;Viana do Castelo;Caminha;Riba de Âncora;Não;426;160214
2024;4;2024-04;Viana do Castelo;Monção;Abedim;Não;115;160401
2024;4;2024-04;Viana do Castelo;Ponte da Barca;Azias;Não;294;160601
2024;4;2024-04;Viana do Castelo;Ponte de Lima;Navió e Vitorino dos Piães;Não;821;160760
2024;4;2024-04;Viana do Castelo;Vila Nova de Cerveira;União das freguesias de Reboreda e Nogueira;Não;584;161018
2024;4;2024-04;Vila Real;Chaves;Águas Frias;Não;513;170301
2024;4;2024-04;Viseu;Mortágua;Trezói;Não;263;180809
2024;4;2024-04;Viseu;Nelas;Canas de Senhorim;Não;1886;180901
2024;4;2024-04;Viseu;Penedono;Souto;Não;169;181209
2024;4;2024-04;Viseu;Resende;São Cipriano;Não;137;181312
2024;4;2024-04;Viseu;Sernancelhe;Chosendo;Não;75;181803
2024;4;2024-04;Viseu;Vouzela;Campia;Não;859;182403
2024;1;2024-01;Aveiro;Arouca;Escariz;Não;388;010409
2024;1;2024-01;Aveiro;Espinho;Silvalde;Não;2645;010705
2024;1;2024-01;Aveiro;Estarreja;Avanca;Não;2315;010801
2024;1;2024-01;Coimbra;Mira;Seixo;Não;415;060802
2024;1;2024-01;Évora;Arraiolos;Arraiolos;Não;1223;070201
2024;1;2024-01;Faro;Silves;União das freguesias de Alcantarilha e Pêra;Não;3691;081309
2024;1;2024-01;Guarda;Guarda;Fernão Joanes;Não;71;090718
2024;1;2024-01;Guarda;Guarda;Videmonte;Não;241;090749
2024;1;2024-01;Guarda;Guarda;União de freguesias de Avelãs de Ambom e Rocamondo;Não;79;090761
2024;1;2024-01;Guarda;Seia;Loriga;Sim;1;091207
2024;1;2024-01;Guarda;Seia;União das freguesias de Sameice e Santa Eulália;Não;91;091231
2024;1;2024-01;Lisboa;Cadaval;União das freguesias do Cadaval e Pêro Moniz;Sim;1;110411
2024;1;2024-01;Lisboa;Lisboa;Avenidas Novas;Sim;9;110657
2024;1;2024-01;Lisboa;Torres Vedras;Turcifal;Sim;3;111317
2024;1;2024-01;Portalegre;Alter do Chão;Alter do Chão;Sim;1;120101
2024;1;2024-01;Portalegre;Fronteira;Fronteira;Sim;1;120802
2024;1;2024-01;Porto;Amarante;Telões;Não;128;130135
2024;1;2024-01;Porto;Gondomar;União das freguesias de Melres e Medas;Sim;1;130416
2024;1;2024-01;Porto;Paredes;Beire;Não;740;131004
2024;1;2024-01;Porto;Paredes;Vandoma;Não;820;131022
2024;1;2024-01;Porto;Penafiel;Eja;Não;54;131110
2024;1;2024-01;Santarém;Mação;Carvoeiro;Não;230;141304
2024;1;2024-01;Setúbal;Almada;União das freguesias de Charneca de Caparica e Sobreda;Não;20496;150314
2024;1;2024-01;Setúbal;Moita;União das freguesias de Gaio-Rosário e Sarilhos Pequenos;Não;1028;150608
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;União das freguesias de Arcos de Valdevez (São Paio) e Giela;Sim;1;160153
2024;1;2024-01;Viana do Castelo;Caminha;União das freguesias de Gondar e Orbacém;Não;224;160223
2024;1;2024-01;Viana do Castelo;Ponte da Barca;União das freguesias de Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães;Sim;1;160628
2024;1;2024-01;Viseu;Lamego;Sande;Não;244;180520
2024;1;2024-01;Viseu;Moimenta da Beira;Baldos;Não;94;180705
2024;1;2024-01;Viseu;Sátão;Silvã de Cima;Não;167;181711
2024;1;2024-01;Viseu;Sátão;União das freguesias de Romãs, Decermilo e Vila Longa;Não;569;181714
2024;1;2024-01;Viseu;Tabuaço;União das freguesias de Paradela e Granjinha;Não;127;181919
2024;2;2024-02;Aveiro;Águeda;Macinhata do Vouga;Não;1661;010112
2024;2;2024-02;Aveiro;Albergaria-a-Velha;Albergaria-a-Velha e Valmaior;Não;5663;010209
2024;2;2024-02;Braga;Braga;Sequeira;Sim;1;030354
2024;2;2024-02;Braga;Braga;União das freguesias de Nogueira, Fraião e Lamaçães;Não;4416;030377
2024;2;2024-02;Bragança;Bragança;União das freguesias de Izeda, Calvelhe e Paradinha Nova;Não;703;040252
2024;2;2024-02;Bragança;Vinhais;Penhas Juntas;Não;2;041216
2024;2;2024-02;Castelo Branco;Fundão;Fatela;Não;172;050416
2024;2;2024-02;Castelo Branco;Idanha-a-Nova;Toulões;Não;86;050516
2024;2;2024-02;Castelo Branco;Proença-a-Nova;São Pedro do Esteval;Não;262;050805
2024;2;2024-02;Coimbra;Arganil;Sarzedo;Não;245;060115
2024;2;2024-02;Coimbra;Cantanhede;Ançã;Não;1428;060201
2024;2;2024-02;Coimbra;Coimbra;União das freguesias de Assafarge e Antanhol;Não;2227;060333
2024;2;2024-02;Coimbra;Condeixa-a-Nova;Anobra;Não;471;060401
2024;2;2024-02;Évora;Évora;União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão);Não;2264;070523
2024;2;2024-02;Évora;Évora;União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;Não;316;070525
2024;2;2024-02;Évora;Montemor-o-Novo;União das freguesias de Cortiçadas de Lavre e Lavre;Não;867;070611
2024;2;2024-02;Évora;Mora;Brotas;Não;178;070701
2024;2;2024-02;Faro;Loulé;Quarteira;Não;19213;080805
2024;2;2024-02;Faro;Silves;São Marcos da Serra;Não;301;081306
2024;2;2024-02;Guarda;Figueira de Castelo Rodrigo;Figueira de Castelo Rodrigo;Não;1316;090408
2024;2;2024-02;Guarda;Fornos de Algodres;Figueiró da Granja;Não;301;090504
2024;2;2024-02;Guarda;Gouveia;Vila Franca da Serra;Não;197;090620
2024;2;2024-02;Guarda;Guarda;Vila Cortês do Mondego;Não;150;090750
2024;2;2024-02;Guarda;Guarda;União de freguesias de Avelãs de Ambom e Rocamondo;Não;77;090761
2024;2;2024-02;Guarda;Sabugal;União das freguesias do Sabugal e Aldeia de Santo António;Não;2174;091145
2024;2;2024-02;Guarda;Seia;União das freguesias de Seia, São Romão e Lapa dos Dinheiros;Sim;1;091233
2024;2;2024-02;Lisboa;Amadora;Alfragide;Sim;9;111512
2024;2;2024-02;Lisboa;Amadora;Mina de Água;Sim;9;111516
2024;2;2024-02;Portalegre;Avis;Ervedal;Não;370;120305
2024;2;2024-02;Portalegre;Marvão;São Salvador da Aramenha;Não;694;121004
2024;2;2024-02;Portalegre;Sousel;Santo Amaro;Não;280;121503
2024;2;2024-02;Porto;Baião;União das freguesias de Baião (Santa Leocádia) e Mesquinhata;Não;445;130222
2024;2;2024-02;Porto;Lousada;Aveleda;Não;802;130502
2024;2;2024-02;Porto;Marco de Canaveses;Tabuado;Não;527;130724
2024;2;2024-02;Porto;Penafiel;Castelões;Não;277;131107
2024;2;2024-02;Porto;Porto;Ramalde;Sim;8;131211
2024;2;2024-02;Porto;Vila Nova de Gaia;Oliveira do Douro;Não;10424;131712
2024;2;2024-02;Santarém;Tomar;União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;Sim;16;141821
2024;2;2024-02;Viana do Castelo;Melgaço;Penso;Não;71;160313
2024;2;2024-02;Viana do Castelo;Vila Nova de Cerveira;Gondarém;Não;219;161006
2024;2;2024-02;Vila Real;Montalegre;Cervos;Não;5;170603
2024;2;2024-02;Vila Real;Sabrosa;Covas do Douro;Não;206;171002
2024;2;2024-02;Vila Real;Valpaços;Friões;Não;491;171212
2024;2;2024-02;Vila Real;Vila Real;União das freguesias de Nogueira e Ermida;Não;557;171435
2024;2;2024-02;Viseu;Castro Daire;União das freguesias de Parada de Ester e Ester;Não;730;180325
2024;2;2024-02;Viseu;Oliveira de Frades;União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;Sim;1;181015
2024;2;2024-02;Viseu;Santa Comba Dão;São Joaninho;Não;529;181405
2024;2;2024-02;Viseu;Tabuaço;Desejosa;Não;105;181905
2024;2;2024-02;Viseu;Tabuaço;União das freguesias de Pinheiros e Vale de Figueira;Não;236;181920
2024;2;2024-02;Viseu;Tarouca;Várzea da Serra;Não;455;182009
2024;3;2024-03;Aveiro;Águeda;União das freguesias de Barrô e Aguada de Baixo;Não;1206;010122
2024;3;2024-03;Aveiro;Estarreja;Avanca;Não;2458;010801
2024;3;2024-03;Aveiro;Santa Maria da Feira;Argoncilhe;Não;3257;010901
2024;3;2024-03;Aveiro;Vagos;União das freguesias de Vagos e Santo António;Não;3507;011814
2024;3;2024-03;Beja;Odemira;São Luís;Não;895;021106
2024;3;2024-03;Braga;Amares;União das freguesias de Amares e Figueiredo;Sim;1;030125
2024;3;2024-03;Braga;Barcelos;Cambeses;Não;460;030216
2024;3;2024-03;Braga;Barcelos;União das freguesias de Campo e Tamel (São Pedro Fins);Não;444;030294
2024;3;2024-03;Braga;Esposende;União das freguesias de Fonte Boa e Rio Tinto;Não;781;030619
2024;3;2024-03;Braga;Guimarães;Sande (São Martinho);Não;1055;030858
2024;3;2024-03;Braga;Guimarães;União das freguesias de Prazins Santo Tirso e Corvite;Não;332;030885
2024;3;2024-03;Braga;Póvoa de Lanhoso;Sobradelo da Goma;Não;216;030925
2024;3;2024-03;Braga;Vila Nova de Famalicão;Fradelos;Não;1346;031215
2024;3;2024-03;Braga;Vila Verde;União das freguesias de Carreiras (São Miguel) e Carreiras (Santiago);Não;188;031361
2024;3;2024-03;Bragança;Macedo de Cavaleiros;Macedo de Cavaleiros;Sim;1;040520
2024;3;2024-03;Castelo Branco;Castelo Branco;Louriçal do Campo;Não;305;050212
2024;3;2024-03;Castelo Branco;Penamacor;Vale da Senhora da Póvoa;Não;285;050712
2024;3;2024-03;Castelo Branco;Proença-a-Nova;União das freguesias de Proença-a-Nova e Peral;Não;3332;050807
2024;3;2024-03;Coimbra;Coimbra;Almalaguês;Não;1346;060301
2024;3;2024-03;Coimbra;Coimbra;União das freguesias de Assafarge e Antanhol;Sim;2;060333
2024;3;2024-03;Coimbra;Miranda do Corvo;Vila Nova;Não;413;060905
2024;3;2024-03;Coimbra;Miranda do Corvo;União das freguesias de Semide e Rio Vide;Não;1606;060906
2024;3;2024-03;Coimbra;Pampilhosa da Serra;Pessegueiro;Não;290;061207
2024;3;2024-03;Coimbra;Pampilhosa da Serra;Fajão-Vidual;Não;521;061211
2024;3;2024-03;Coimbra;Soure;União das freguesias de Gesteira e Brunhós;Não;392;061514
2024;3;2024-03;Évora;Viana do Alentejo;Viana do Alentejo;Sim;3;071302
2024;3;2024-03;Faro;Aljezur;Bordeira;Não;340;080302
2024;3;2024-03;Faro;Loulé;Almancil;Não;10166;080801
2024;3;2024-03;Guarda;Almeida;União das freguesias de Malpartida e Vale de Coelha;Não;212;090235
2024;3;2024-03;Guarda;Guarda;Fernão Joanes;Não;75;090718
2024;3;2024-03;Guarda;Guarda;União de freguesias de Avelãs de Ambom e Rocamondo;Não;80;090761
2024;3;2024-03;Guarda;Guarda;Adão;Não;301;090766
2024;3;2024-03;Guarda;Mêda;Marialva;Não;249;090908
2024;3;2024-03;Guarda;Pinhel;União das freguesias de Atalaia e Safurdão;Não;305;091035
2024;3;2024-03;Guarda;Sabugal;Casteleiro;Não;328;091112
2024;3;2024-03;Guarda;Sabugal;União das freguesias de Seixo do Côa e Vale Longo;Não;102;091147
2024;3;2024-03;Guarda;Trancoso;Cótimos;Não;156;091305
2024;3;2024-03;Guarda;Trancoso;Rio de Mel;Não;154;091316
2024;3;2024-03;Leiria;Batalha;Batalha;Não;4584;100401
2024;3;2024-03;Lisboa;Azambuja;Aveiras de Cima;Sim;1;110303
2024;3;2024-03;Lisboa;Lisboa;Marvila;Sim;8;110621
2024;3;2024-03;Lisboa;Lisboa;Areeiro;Sim;5;110655
2024;3;2024-03;Lisboa;Lisboa;Estrela;Não;11357;110660
2024;3;2024-03;Lisboa;Loures;União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela;Não;20018;110728
2024;3;2024-03;Lisboa;Torres Vedras;União das freguesias de A dos Cunhados e Maceira;Não;4679;111321
2024;1;2024-01;Aveiro;Aveiro;São Bernardo;Não;2588;010510
2024;1;2024-01;Aveiro;Aveiro;São Jacinto;Não;606;010511
2024;1;2024-01;Aveiro;Oliveira de Azeméis;Carregosa;Não;116;011301
2024;1;2024-01;Aveiro;Oliveira de Azeméis;União das freguesias de Nogueira do Cravo e Pindelo;Não;1924;011320
2024;3;2024-03;Faro;Castro Marim;Azinhal;Não;342;080401
2024;3;2024-03;Faro;Tavira;União das freguesias de Conceição e Cabanas de Tavira;Não;4792;081410
2024;3;2024-03;Guarda;Sabugal;Bendada;Não;252;091110
2024;3;2024-03;Guarda;Sabugal;Nave;Não;214;091120
2024;3;2024-03;Leiria;Leiria;Amor;Não;2223;100901
2024;3;2024-03;Leiria;Marinha Grande;Marinha Grande;Sim;3;101001
2024;3;2024-03;Leiria;Pedrógão Grande;Graça;Não;377;101301
2024;3;2024-03;Leiria;Pombal;Vila Cã;Não;754;101514
2024;3;2024-03;Leiria;Porto de Mós;Serro Ventoso;Não;472;101613
2024;3;2024-03;Lisboa;Alenquer;Carnota;Não;866;110106
2024;3;2024-03;Lisboa;Lisboa;Misericórdia;Sim;2;110661
2024;3;2024-03;Lisboa;Sintra;União das freguesias de Almargem do Bispo, Pêro Pinheiro e Montelavar;Sim;4;111123
2024;3;2024-03;Portalegre;Alter do Chão;Alter do Chão;Não;1616;120101
2024;3;2024-03;Portalegre;Fronteira;São Saturnino;Não;194;120803
2024;3;2024-03;Porto;Amarante;Lufrei;Sim;1;130121
2024;3;2024-03;Viseu;São João da Pesqueira;União das freguesias de São João da Pesqueira e Várzea de Trevões;Sim;1;181515
2024;3;2024-03;Viseu;São Pedro do Sul;União das freguesias de São Pedro do Sul, Várzea e Baiões;Sim;1;181623
2024;3;2024-03;Viseu;Vila Nova de Paiva;Pendilhe;Não;398;182203
2024;3;2024-03;Viseu;Vouzela;São Miguel do Mato;Não;400;182410
2024;3;2024-03;Viseu;Vouzela;União das freguesias de Fataunços e Figueiredo das Donas;Sim;1;182414
2024;4;2024-04;Aveiro;Arouca;Moldes;Não;258;010414
2024;4;2024-04;Aveiro;Aveiro;São Bernardo;Não;2499;010510
2024;1;2024-01;Bragança;Miranda do Douro;União das freguesias de Sendim e Atenor;Não;1052;040620
2024;1;2024-01;Coimbra;Soure;União das freguesias de Gesteira e Brunhós;Não;387;061514
2024;1;2024-01;Évora;Montemor-o-Novo;Foros de Vale de Figueira;Não;457;070610
2024;1;2024-01;Faro;Faro;Montenegro;Não;4380;080506
2024;1;2024-01;Faro;Loulé;Quarteira;Não;17681;080805
2024;1;2024-01;Guarda;Fornos de Algodres;Queiriz;Não;183;090512
2024;1;2024-01;Guarda;Sabugal;União das freguesias de Ruvina, Ruivós e Vale das Éguas;Não;96;091144
2024;1;2024-01;Guarda;Trancoso;Guilheiro;Não;4;091310
2024;1;2024-01;Guarda;Trancoso;Valdujo;Não;177;091325
2024;1;2024-01;Leiria;Caldas da Rainha;Carvalhal Benfeito;Não;334;100604
2024;1;2024-01;Leiria;Caldas da Rainha;União das freguesias de Tornada e Salir do Porto;Não;2936;100619
2024;1;2024-01;Lisboa;Cadaval;Peral;Não;233;110407
2024;1;2024-01;Lisboa;Lisboa;Ajuda;Não;7036;110601
2024;1;2024-01;Lisboa;Mafra;União das freguesias de Malveira e São Miguel de Alcainça;Sim;5;110921
2024;1;2024-01;Lisboa;Sobral de Monte Agraço;Sobral de Monte Agraço;Sim;3;111203
2024;1;2024-01;Lisboa;Torres Vedras;Ramalhal;Não;740;111311
2024;1;2024-01;Lisboa;Odivelas;União das freguesias de Pontinha e Famões;Sim;6;111608
2024;1;2024-01;Portalegre;Crato;União das freguesias de Crato e Mártires, Flor da Rosa e Vale do Peso;Sim;1;120607
2024;1;2024-01;Porto;Maia;Cidade da Maia;Sim;17;130619
2024;1;2024-01;Porto;Maia;Nogueira e Silva Escura;Sim;3;130620
2024;1;2024-01;Porto;Matosinhos;União das freguesias de Matosinhos e Leça da Palmeira;Não;24979;130812
2024;1;2024-01;Santarém;Almeirim;Almeirim;Não;6671;140301
2024;1;2024-01;Santarém;Santarém;Arneiro das Milhariças;Não;141;141608
2024;1;2024-01;Viana do Castelo;Monção;Portela;Não;159;160423
2024;1;2024-01;Viana do Castelo;Monção;Trute;Não;192;160431
2024;1;2024-01;Vila Real;Mesão Frio;Mesão Frio (Santo André);Não;896;170408
2024;1;2024-01;Vila Real;Montalegre;Covelo do Gerês;Não;7;170607
2024;2;2024-02;Porto;Vila do Conde;Gião;Não;116;131610
2024;2;2024-02;Porto;Vila do Conde;União das freguesias de Rio Mau e Arcos;Não;994;131635
2024;2;2024-02;Vila Real;Chaves;Planalto de Monforte (União das freguesias de Oucidres e Bobadela);Não;133;170353
2024;2;2024-02;Vila Real;Chaves;União das freguesias de Soutelo e Seara Velha;Não;103;170359
2024;2;2024-02;Viseu;São João da Pesqueira;Valongo dos Azeites;Não;172;181512
2024;2;2024-02;Viseu;Tondela;Campo de Besteiros;Não;581;182102
2024;3;2024-03;Aveiro;Anadia;União das freguesias de Arcos e Mogofores;Sim;1;010317
2024;3;2024-03;Aveiro;Arouca;União das freguesias de Arouca e Burgo;Sim;1;010421
2024;3;2024-03;Aveiro;Oliveira do Bairro;Oiã;Sim;1;011403
2024;3;2024-03;Aveiro;Ovar;Cortegaça;Não;1677;011502
2024;3;2024-03;Aveiro;Vagos;Ouca;Não;932;011805
2024;3;2024-03;Beja;Aljustrel;União das freguesias de Aljustrel e Rio de Moinhos;Não;2962;020106
2024;3;2024-03;Beja;Beja;União das freguesias de Trigaches e São Brissos;Não;353;020524
2024;3;2024-03;Beja;Odemira;Vale de Santiago;Não;347;021122
2024;3;2024-03;Braga;Barcelos;Abade de Neiva;Não;877;030201
2024;3;2024-03;Braga;Guimarães;Moreira de Cónegos;Não;10;030831
2024;3;2024-03;Braga;Póvoa de Lanhoso;União das freguesias de Campos e Louredo;Não;678;030932
2024;3;2024-03;Braga;Vieira do Minho;Mosteiro;Não;352;031110
2024;3;2024-03;Coimbra;Figueira da Foz;Tavarede;Não;5391;060512
2024;3;2024-03;Coimbra;Miranda do Corvo;Miranda do Corvo;Não;3968;060902
2024;3;2024-03;Coimbra;Soure;Figueiró do Campo;Não;597;061504
2024;3;2024-03;Évora;Évora;União das freguesias de Bacelo e Senhora da Saúde;Sim;5;070522
2024;3;2024-03;Évora;Montemor-o-Novo;São Cristóvão;Não;416;070606
2024;3;2024-03;Évora;Vendas Novas;Landeira;Não;329;071202
2024;3;2024-03;Guarda;Figueira de Castelo Rodrigo;Castelo Rodrigo;Não;288;090403
2024;3;2024-03;Guarda;Figueira de Castelo Rodrigo;Vermiosa;Não;285;090415
2024;3;2024-03;Guarda;Guarda;Maçainhas;Não;451;090723
2024;3;2024-03;Guarda;Guarda;Meios;Não;57;090725
2024;3;2024-03;Guarda;Sabugal;Vila do Touro;Não;213;091139
2024;3;2024-03;Guarda;Seia;Teixeira;Não;65;091221
2024;3;2024-03;Leiria;Alvaiázere;Pussos São Pedro;Não;1486;100209
2024;3;2024-03;Leiria;Ansião;Chão de Couce;Sim;1;100304
2024;3;2024-03;Leiria;Figueiró dos Vinhos;Arega;Não;628;100802
2024;3;2024-03;Leiria;Leiria;Milagres;Sim;1;100915
2024;3;2024-03;Leiria;Marinha Grande;Marinha Grande;Não;17240;101001
2024;3;2024-03;Leiria;Pombal;Vermoil;Não;1452;101513
2024;4;2024-04;Lisboa;Odivelas;União das freguesias de Pontinha e Famões;Não;13280;111608
2024;4;2024-04;Portalegre;Alter do Chão;Alter do Chão;Não;1614;120101
2024;4;2024-04;Portalegre;Crato;Monte da Pedra;Não;285;120605
2024;4;2024-04;Santarém;Rio Maior;Fráguas;Não;143;141405
2024;4;2024-04;Setúbal;Alcochete;São Francisco;Não;1257;150203
2024;4;2024-04;Setúbal;Almada;União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;Não;25535;150312
2024;4;2024-04;Setúbal;Almada;União das freguesias de Laranjeiro e Feijó;Sim;5;150315
2024;4;2024-04;Setúbal;Barreiro;Santo António da Charneca;Sim;11;150407
2024;4;2024-04;Setúbal;Setúbal;Setúbal (São Sebastião);Sim;4;151205
2024;4;2024-04;Viana do Castelo;Arcos de Valdevez;Prozelo;Não;518;160128
2024;4;2024-04;Viana do Castelo;Monção;Bela;Não;263;160406
2024;4;2024-04;Viana do Castelo;Viana do Castelo;União das freguesias de Geraz do Lima (Santa Maria, Santa Leocádia e Moreira) e Deão;Não;747;160943
2024;4;2024-04;Viana do Castelo;Vila Nova de Cerveira;Loivo;Não;335;161007
2024;4;2024-04;Viana do Castelo;Vila Nova de Cerveira;União das freguesias de Candemil e Gondar;Não;255;161017
2024;4;2024-04;Vila Real;Alijó;Alijó;Sim;1;170101
2024;4;2024-04;Vila Real;Chaves;Santo António de Monforte;Não;72;170330
2024;4;2024-04;Vila Real;Sabrosa;Sabrosa;Não;620;171009
2024;2;2024-02;Porto;Paços de Ferreira;Paços de Ferreira;Não;4495;130918
2024;2;2024-02;Santarém;Ourém;Fátima;Não;7599;142106
2024;2;2024-02;Viseu;Vouzela;Alcofra;Não;601;182401
2024;3;2024-03;Aveiro;Arouca;Tropeço;Não;201;010418
2024;3;2024-03;Braga;Vila Nova de Famalicão;Pedome;Não;800;031230
2024;3;2024-03;Bragança;Mogadouro;Vale da Madre;Não;90;040822
2024;3;2024-03;Faro;Vila Real de Santo António;Vila Real de Santo António;Não;6876;081602
2024;3;2024-03;Guarda;Pinhel;Vale do Massueime;Não;326;091034
2024;3;2024-03;Guarda;Vila Nova de Foz Côa;Touça;Não;49;091416
2024;3;2024-03;Lisboa;Azambuja;Vale do Paraíso;Não;482;110306
2024;3;2024-03;Lisboa;Mafra;União das freguesias de Malveira e São Miguel de Alcainça;Não;4627;110921
2024;3;2024-03;Porto;Baião;União das freguesias de Loivos da Ribeira e Tresouras;Não;13;130224
2024;3;2024-03;Porto;Felgueiras;União das freguesias de Vila Verde e Santão;Não;129;130341
2024;3;2024-03;Porto;Marco de Canaveses;Tabuado;Não;574;130724
2024;3;2024-03;Porto;Paredes;Cristelo;Não;764;131009
2024;3;2024-03;Porto;Porto;Bonfim;Sim;4;131202
2024;3;2024-03;Santarém;Abrantes;União das freguesias de São Facundo e Vale das Mós;Não;336;140123
2024;3;2024-03;Santarém;Constância;Constância;Sim;1;140801
2024;3;2024-03;Santarém;Rio Maior;São Sebastião;Não;95;141411
2024;3;2024-03;Santarém;Ourém;Fátima;Sim;1;142106
