Ano;Mês;data;Distrito;Concelho;Freguesia;Inclui contador inteligente;Número de CPE's;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia;Contrato Ativo
2024;1;2024-01;Vila Real;Montalegre;União das freguesias de Sezelhe e Covelães;SIM;90;17;1706;170640;SIM
2024;1;2024-01;Vila Real;Valpaços;Algeriz;SIM;374;17;1712;171203;SIM
2024;1;2024-01;Vila Real;Valpaços;Vassal;SIM;347;17;1712;171229;SIM
2024;1;2024-01;Vila Real;Vila Pouca de Aguiar;Sabroso de Aguiar;SIM;120;17;1713;171317;SIM
2024;1;2024-01;Viseu;Castro daire;Gosende;NÃO;419;18;1803;180309;SIM
2024;1;2024-01;Viseu;Castro daire;Pepim;NÃO;168;18;1803;180317;SIM
2024;1;2024-01;Viseu;Cinfães;União das freguesias de Alhões, Bustelo, Gralheira e Ramires;SIM;394;18;1804;180418;SIM
2024;1;2024-01;Viseu;Moimenta da Beira;Vilar;SIM;243;18;1807;180720;SIM
2024;1;2024-01;Viseu;Moimenta da Beira;União das freguesias de Pêra Velha, Aldeia de Nacomba e Ariz;NÃO;140;18;1807;180722;SIM
2024;1;2024-01;Viseu;Penedono;União das freguesias de Penedono e Granja;NÃO;110;18;1812;181211;SIM
2024;1;2024-01;Viseu;Resende;Resende;SIM;1706;18;1813;181311;SIM
2024;1;2024-01;Viseu;Sátão;Sátão;NÃO;117;18;1817;181710;SIM
2024;1;2024-01;Viseu;Tabuaço;Adorigo;NÃO;22;18;1819;181901;SIM
2024;1;2024-01;Viseu;Tabuaço;União das freguesias de Távora e Pereiro;NÃO;19;18;1819;181921;SIM
2024;1;2024-01;Viseu;Tondela;Lajeosa do Dão;SIM;421;18;1821;182109;SIM
2024;1;2024-01;Viseu;Tondela;Parada de Gonta;NÃO;325;18;1821;182116;SIM
2024;1;2024-01;Viseu;Tondela;União das freguesias de São Miguel do Outeiro e Sabugosa;SIM;353;18;1821;182131;SIM
2024;1;2024-01;Viseu;Viseu;Lordosa;NÃO;300;18;1823;182316;SIM
2024;2;2024-02;Aveiro;Anadia;Vilarinho do Bairro;SIM;911;01;0103;010313;SIM
2024;2;2024-02;Aveiro;Arouca;Rossas;NÃO;478;01;0104;010415;SIM
2024;2;2024-02;Aveiro;Aveiro;Aradas;NÃO;181;01;0105;010501;SIM
2024;2;2024-02;Aveiro;Aveiro;União das freguesias de Glória e Vera Cruz;NÃO;861;01;0105;010517;SIM
2024;2;2024-02;Aveiro;Castelo de Paiva;Santa Maria de Sardoura;NÃO;183;01;0106;010607;SIM
2024;2;2024-02;Aveiro;Oliveira de Azeméis;Ossela;NÃO;820;01;0113;011310;SIM
2024;2;2024-02;Aveiro;Oliveira de Azeméis;Vila de Cucujães;NÃO;459;01;0113;011319;SIM
2024;2;2024-02;Aveiro;Vagos;União das freguesias de Fonte de Angeão e Covão do Lobo;NÃO;111;01;0118;011812;SIM
2024;2;2024-02;Aveiro;Vale de Cambra;Arões;NÃO;596;01;0119;011901;SIM
2024;2;2024-02;Beja;Odemira;São Luís;SIM;966;02;0211;021106;SIM
2024;2;2024-02;Beja;Odemira;Colos;SIM;608;02;0211;021118;SIM
2024;2;2024-02;Beja;Serpa;Brinches;SIM;728;02;0213;021302;SIM
2024;2;2024-02;Braga;Amares;Fiscal;NÃO;34;03;0301;030111;SIM
2024;2;2024-02;Braga;Barcelos;União das freguesias de Viatodos, Grimancelos, Minhotães e Monte de Fralães;NÃO;18;03;0302;0302FG;SIM
2024;2;2024-02;Braga;Braga;Sobreposta;SIM;260;03;0303;030355;SIM
2024;2;2024-02;Braga;Braga;Tadim;SIM;280;03;0303;030356;SIM
2024;2;2024-02;Braga;Braga;União das freguesias de Ferreiros e Gondizalves;SIM;4453;03;0303;030371;SIM
2024;2;2024-02;Braga;Braga;União das freguesias de Santa Lucrécia de Algeriz e Navarra;SIM;202;03;0303;030380;SIM
2024;2;2024-02;Braga;Guimarães;Pencelo;NÃO;58;03;0308;030835;SIM
2024;2;2024-02;Braga;Guimarães;União das freguesias de Oliveira, São Paio e São Sebastião;NÃO;361;03;0308;030884;SIM
2024;2;2024-02;Braga;Póvoa de Lanhoso;Garfe;SIM;530;03;0309;030913;SIM
2024;2;2024-02;Braga;Póvoa de Lanhoso;Monsul;NÃO;78;03;0309;030917;SIM
2024;2;2024-02;Braga;Póvoa de Lanhoso;União das freguesias de Esperança e Brunhais;NÃO;124;03;0309;030933;SIM
2024;2;2024-02;Braga;Terras de Bouro;Balança;SIM;211;03;0310;031001;SIM
2024;2;2024-02;Braga;Vieira do Minho;Guilhofrei;NÃO;93;03;0311;031108;SIM
2024;2;2024-02;Braga;Vieira do Minho;União das freguesias de Anjos e Vilar do Chão;NÃO;18;03;0311;031123;SIM
2024;2;2024-02;Braga;Vila Nova de Famalicão;Cruz;SIM;632;03;0312;031212;SIM
2024;2;2024-02;Braga;Vila Nova de Famalicão;Landim;NÃO;202;03;0312;031221;SIM
2024;2;2024-02;Braga;Vila Nova de Famalicão;União das freguesias de Avidos e Lagoa;NÃO;463;03;0312;031252;SIM
2024;2;2024-02;Braga;Vila Nova de Famalicão;União das freguesias de Lemenhe, Mouquim e Jesufrei;NÃO;9;03;0312;031256;SIM
2024;2;2024-02;Braga;Vila Verde;Cervães;NÃO;224;03;0313;031309;SIM
2024;2;2024-02;Braga;Vila Verde;Coucieiro;NÃO;156;03;0313;031311;SIM
2024;2;2024-02;Bragança;Bragança;Donai;SIM;162;04;0402;040212;SIM
2024;2;2024-02;Bragança;Bragança;Quintanilha;NÃO;162;04;0402;040232;SIM
2024;2;2024-02;Bragança;Bragança;Serapicos;SIM;103;04;0402;040247;SIM
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Fonte Longa;NÃO;8;04;0403;040306;SIM
2024;2;2024-02;Bragança;Macedo de Cavaleiros;Olmos;SIM;34;04;0405;040523;SIM
2024;2;2024-02;Bragança;Miranda do douro;Duas Igrejas;NÃO;47;04;0406;040604;SIM
2024;2;2024-02;Bragança;Miranda do douro;Picote;NÃO;30;04;0406;040611;SIM
2024;2;2024-02;Bragança;Miranda do douro;União das freguesias de Ifanes e Paradela;NÃO;108;04;0406;040619;SIM
2024;2;2024-02;Bragança;Vinhais;Vale das Fontes;NÃO;57;04;0412;041227;SIM
2024;2;2024-02;Bragança;Vinhais;União das freguesias de Moimenta e Montouto;SIM;65;04;0412;041237;SIM
2024;2;2024-02;Castelo Branco;Belmonte;Caria;SIM;1117;05;0501;050102;SIM
2024;2;2024-02;Castelo Branco;Belmonte;União das freguesias de Belmonte e Colmeal da Torre;SIM;2600;05;0501;050106;SIM
2024;2;2024-02;Castelo Branco;Covilhã;União das freguesias de Peso e Vales do Rio;SIM;928;05;0503;050336;SIM
2024;2;2024-02;Castelo Branco;Idanha-a-Nova;São Miguel de Acha;NÃO;394;05;0505;050514;SIM
2024;2;2024-02;Castelo Branco;Oleiros;Oleiros-Amieira;NÃO;160;05;0506;050614;SIM
2024;2;2024-02;Castelo Branco;Vila de Rei;Vila de Rei;SIM;1295;05;0510;051003;SIM
2024;2;2024-02;Coimbra;Arganil;Arganil;SIM;2178;06;0601;060102;SIM
2024;2;2024-02;Coimbra;Arganil;Benfeita;SIM;390;06;0601;060104;SIM
2024;2;2024-02;Coimbra;Arganil;União das freguesias de Cerdeira e Moura da Serra;SIM;229;06;0601;060120;SIM
2024;2;2024-02;Coimbra;Coimbra;Almalaguês;NÃO;346;06;0603;060301;SIM
2024;2;2024-02;Coimbra;Coimbra;União das freguesias de Santa Clara e Castelo Viegas;SIM;7238;06;0603;060336;SIM
2024;2;2024-02;Coimbra;Figueira da Foz;Alhadas;NÃO;1253;06;0605;060519;SIM
2024;2;2024-02;Coimbra;Oliveira do Hospital;Nogueira do Cravo;NÃO;689;06;0611;061111;SIM
2024;2;2024-02;Coimbra;Oliveira do Hospital;União das freguesias de Oliveira do Hospital e São Paio de Gramaços;NÃO;263;06;0611;061124;SIM
2024;2;2024-02;Coimbra;Pampilhosa da Serra;Dornelas do Zêzere;NÃO;14;06;0612;061202;SIM
2024;2;2024-02;Coimbra;Pampilhosa da Serra;Fajão-Vidual;NÃO;78;06;0612;061211;SIM
2024;2;2024-02;Coimbra;Soure;Tapéus;NÃO;138;06;0615;061510;SIM
2024;2;2024-02;Coimbra;Tábua;União das freguesias de Ázere e Covelo;NÃO;300;06;0616;061616;SIM
2024;2;2024-02;Évora;Alandroal;Capelins (Santo António);SIM;387;07;0701;070104;SIM
2024;2;2024-02;Évora;Arraiolos;Vimieiro;NÃO;575;07;0702;070206;SIM
2024;2;2024-02;Évora;Estremoz;União das freguesias de São Bento do Cortiço e Santo Estêvão;SIM;425;07;0704;070415;SIM
2024;2;2024-02;Évora;Évora;Nossa Senhora da Graça do Divor;SIM;229;07;0705;070502;SIM
2024;2;2024-02;Évora;Montemor-o-Novo;Foros de Vale de Figueira;SIM;554;07;0706;070610;SIM
2024;2;2024-02;Évora;Portel;Portel;SIM;1571;07;0709;070905;SIM
2024;2;2024-02;Évora;Reguengos de Monsaraz;União das freguesias de Campo e Campinho;SIM;902;07;0711;071106;SIM
2024;2;2024-02;Évora;Vila Viçosa;Bencatel;NÃO;58;07;0714;071401;SIM
2024;2;2024-02;Guarda;Almeida;Freixo;SIM;144;09;0902;090210;SIM
2024;2;2024-02;Guarda;Fornos de Algodres;Maceira;NÃO;29;09;0905;090509;SIM
2024;2;2024-02;Guarda;Guarda;Meios;NÃO;97;09;0907;090725;SIM
2024;2;2024-02;Guarda;Guarda;Pega;NÃO;46;09;0907;090729;SIM
2024;2;2024-02;Guarda;Mêda;Ranhados;NÃO;33;09;0909;090915;SIM
2024;2;2024-02;Guarda;Sabugal;Baraçal;NÃO;115;09;0911;091109;SIM
2024;2;2024-02;Guarda;Seia;União das freguesias de Torrozelo e Folhadosa;SIM;197;09;0912;091234;SIM
2024;2;2024-02;Guarda;Vila Nova de Foz Côa;Cedovim;SIM;108;09;0914;091403;SIM
2024;2;2024-02;Guarda;Vila Nova de Foz Côa;Muxagata;SIM;97;09;0914;091410;SIM
2024;2;2024-02;Guarda;Vila Nova de Foz Côa;Vila Nova de Foz Côa;SIM;2145;09;0914;091419;SIM
2024;2;2024-02;Leiria;Alvaiázere;Pelmá;NÃO;33;10;1002;100205;SIM
2024;2;2024-02;Leiria;Batalha;Golpilheira;SIM;802;10;1004;100404;SIM
2024;2;2024-02;Leiria;Caldas da Rainha;Landal;SIM;503;10;1006;100607;SIM
2024;2;2024-02;Leiria;Leiria;União das freguesias de Parceiros e Azoia;SIM;4350;10;1009;100937;SIM
2024;2;2024-02;Leiria;Óbidos;Olho Marinho;SIM;822;10;1012;101203;SIM
2024;2;2024-02;Lisboa;Loures;União das freguesias de Santo António dos Cavaleiros e Frielas;NÃO;4972;11;1107;110730;SIM
2024;2;2024-02;Portalegre;Castelo de Vide;São João Baptista;NÃO;46;12;1205;120504;SIM
2024;2;2024-02;Portalegre;Elvas;São Vicente e Ventosa;SIM;180;12;1207;120708;SIM
2024;2;2024-02;Portalegre;Nisa;Alpalhão;NÃO;673;12;1212;121201;SIM
2024;2;2024-02;Portalegre;Portalegre;União das freguesias de Reguengo e São Julião;NÃO;121;12;1214;121412;SIM
2024;2;2024-02;Porto;Amarante;Travanca;SIM;929;13;1301;130136;SIM
2024;2;2024-02;Porto;Felgueiras;Penacova;SIM;190;13;1303;130313;SIM
2024;2;2024-02;Porto;Gondomar;União das freguesias de Foz do Sousa e Covelo;SIM;2882;13;1304;130414;SIM
2024;2;2024-02;Porto;Gondomar;União das freguesias de Gondomar (São Cosme), Valbom e Jovim;SIM;19560;13;1304;130415;SIM
2024;2;2024-02;Porto;Gondomar;União das freguesias de Melres e Medas;NÃO;291;13;1304;130416;SIM
2024;2;2024-02;Porto;Paços de Ferreira;Carvalhosa;SIM;2060;13;1309;130902;SIM
2024;2;2024-02;Porto;Penafiel;Boelhe;NÃO;426;13;1311;131102;SIM
2024;2;2024-02;Porto;Penafiel;Lagares e Figueira;NÃO;637;13;1311;131142;SIM
2024;2;2024-02;Porto;Vila do Conde;Modivas;NÃO;135;13;1316;131617;SIM
2024;2;2024-02;Porto;Vila Nova de Gaia;União das freguesias de Mafamude e Vilar do Paraíso;NÃO;1028;13;1317;131727;SIM
2024;2;2024-02;Porto;Vila Nova de Gaia;União das freguesias de Sandim, Olival, Lever e Crestuma;NÃO;1139;13;1317;131729;SIM
2024;2;2024-02;Santarém;Rio Maior;Asseiceira;NÃO;190;14;1414;141410;SIM
2024;2;2024-02;Santarém;Santarém;Vale de Santarém;NÃO;141;14;1416;141625;SIM
2024;2;2024-02;Setúbal;Moita;Alhos Vedros;SIM;7229;15;1506;150601;SIM
2024;2;2024-02;Setúbal;Moita;Moita;SIM;10319;15;1506;150603;SIM
2024;2;2024-02;Setúbal;Santiago do Cacém;Alvalade;SIM;1096;15;1509;150902;SIM
2024;2;2024-02;Setúbal;Seixal;União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires;SIM;26080;15;1510;151007;SIM
2024;2;2024-02;Setúbal;Sesimbra;Sesimbra (Santiago);NÃO;305;15;1511;151102;SIM
2024;2;2024-02;Setúbal;Sesimbra;Quinta do Conde;NÃO;289;15;1511;151103;SIM
2024;2;2024-02;Setúbal;Setúbal;Setúbal (São Sebastião);SIM;29809;15;1512;151205;SIM
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Aboim das Choças;SIM;210;16;1601;160101;SIM
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Ázere;SIM;193;16;1601;160104;SIM
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Senharei;SIM;156;16;1601;160144;SIM
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Vale;NÃO;383;16;1601;160149;SIM
2024;2;2024-02;Viana do Castelo;Melgaço;Penso;NÃO;329;16;1603;160313;SIM
2024;2;2024-02;Viana do Castelo;Melgaço;União das freguesias de Chaviães e Paços;NÃO;76;16;1603;160320;SIM
2024;2;2024-02;Viana do Castelo;Monção;União das freguesias de Ceivães e Badim;NÃO;70;16;1604;160435;SIM
2024;2;2024-02;Viana do Castelo;Paredes de Coura;Mozelos;SIM;198;16;1605;160513;SIM
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Fontão;SIM;574;16;1607;160721;SIM
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Arca e Ponte de Lima;SIM;3541;16;1607;160752;SIM
2024;2;2024-02;Viana do Castelo;Viana do Castelo;União das freguesias de Torre e Vila Mou;SIM;226;16;1609;160947;SIM
2024;2;2024-02;Vila Real;Alijó;Vila Verde;NÃO;467;17;1701;170117;SIM
2024;2;2024-02;Vila Real;Chaves;União das freguesias de Loivos e Póvoa de Agrações;NÃO;51;17;1703;170357;SIM
2024;2;2024-02;Vila Real;Chaves;União das freguesias de Santa Cruz/Trindade e Sanjurge;SIM;2167;17;1703;170358;SIM
2024;2;2024-02;Vila Real;Montalegre;Outeiro;NÃO;104;17;1706;170619;SIM
2024;2;2024-02;Vila Real;Montalegre;Reigoso;SIM;66;17;1706;170625;SIM
2024;2;2024-02;Vila Real;Valpaços;Santiago da Ribeira de Alhariz;NÃO;283;17;1712;171221;SIM
2024;2;2024-02;Vila Real;Valpaços;Vassal;SIM;340;17;1712;171229;SIM
2024;2;2024-02;Vila Real;Valpaços;Carrazedo de Montenegro e Curros;SIM;1476;17;1712;171232;SIM
2024;2;2024-02;Vila Real;Valpaços;Lebução, Fiães e Nozelos;SIM;460;17;1712;171233;SIM
2024;2;2024-02;Viseu;Armamar;União das freguesias de Vila Seca e Santo Adrião;NÃO;89;18;1801;180123;SIM
2024;2;2024-02;Viseu;Mangualde;Abrunhosa-a-Velha;NÃO;28;18;1806;180601;SIM
2024;2;2024-02;Viseu;Mangualde;Quintela de Azurara;SIM;342;18;1806;180614;SIM
2024;2;2024-02;Viseu;Mangualde;São João da Fresta;NÃO;24;18;1806;180616;SIM
2024;2;2024-02;Viseu;Mangualde;União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;NÃO;20;18;1806;180620;SIM
2024;2;2024-02;Viseu;Penedono;Penela da Beira;NÃO;102;18;1812;181207;SIM
2024;2;2024-02;Viseu;São Pedro do Sul;Pindelo dos Milagres;NÃO;39;18;1816;181608;SIM
2024;2;2024-02;Viseu;Sátão;União das freguesias de Romãs, Decermilo e Vila Longa;NÃO;588;18;1817;181714;SIM
2024;2;2024-02;Viseu;Tabuaço;Arcos;SIM;187;18;1819;181902;SIM
2024;2;2024-02;Viseu;Tabuaço;União das freguesias de Paradela e Granjinha;SIM;139;18;1819;181919;SIM
2024;2;2024-02;Viseu;Tarouca;Salzedas;SIM;555;18;1820;182005;SIM
2024;2;2024-02;Viseu;Tarouca;União das freguesias de Granja Nova e Vila Chã da Beira;SIM;274;18;1820;182012;SIM
2024;2;2024-02;Viseu;Tondela;Campo de Besteiros;SIM;597;18;1821;182102;SIM
2024;2;2024-02;Viseu;Tondela;Santiago de Besteiros;SIM;338;18;1821;182118;SIM
2024;2;2024-02;Viseu;Tondela;União das freguesias de Mouraz e Vila Nova da Rainha;SIM;461;18;1821;182129;SIM
2024;2;2024-02;Viseu;Tondela;União das freguesias de São Miguel do Outeiro e Sabugosa;NÃO;570;18;1821;182131;SIM
2024;2;2024-02;Viseu;Viseu;São João de Lourosa;SIM;2251;18;1823;182327;SIM
2024;2;2024-02;Viseu;Vouzela;Alcofra;NÃO;123;18;1824;182401;SIM
2024;3;2024-03;Aveiro;Arouca;Escariz;NÃO;441;01;0104;010409;SIM
2024;3;2024-03;Aveiro;Santa Maria da Feira;São Paio de Oleiros;SIM;1047;01;0109;010918;SIM
2024;3;2024-03;Beja;Almodôvar;União das freguesias de Santa Clara-a-Nova e Gomes Aires;SIM;660;02;0202;020210;SIM
2024;3;2024-03;Beja;Odemira;Luzianes-Gare;NÃO;164;02;0211;021115;SIM
2024;3;2024-03;Beja;Odemira;Longueira/Almograve;SIM;620;02;0211;021117;SIM
2024;3;2024-03;Beja;Ourique;Santana da Serra;NÃO;225;02;0212;021206;SIM
2024;3;2024-03;Beja;Serpa;União das freguesias de Vila Nova de São Bento e Vale de Vargo;NÃO;231;02;0213;021309;SIM
2024;3;2024-03;Braga;Braga;Pedralva;NÃO;158;03;0303;030334;SIM
2024;3;2024-03;Braga;Braga;Sequeira;SIM;642;03;0303;030354;SIM
2024;3;2024-03;Braga;Braga;União das freguesias de Arentim e Cunha;NÃO;368;03;0303;030363;SIM
2024;3;2024-03;Braga;Guimarães;Barco;NÃO;72;03;0308;030806;SIM
2024;3;2024-03;Braga;Guimarães;União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia;SIM;354;03;0308;030880;SIM
2024;3;2024-03;Braga;Póvoa de Lanhoso;Geraz do Minho;NÃO;34;03;0309;030914;SIM
2024;3;2024-03;Braga;Póvoa de Lanhoso;Sobradelo da Goma;NÃO;79;03;0309;030925;SIM
2024;3;2024-03;Braga;Póvoa de Lanhoso;União das freguesias de Verim, Friande e Ajude;NÃO;143;03;0309;030935;SIM
2024;3;2024-03;Braga;Vila Verde;Moure;SIM;599;03;0313;031328;SIM
2024;3;2024-03;Braga;Vila Verde;União das freguesias da Ribeira do Neiva;SIM;783;03;0313;031360;SIM
2024;3;2024-03;Braga;Vila Verde;União das freguesias do Vade;SIM;403;03;0313;031369;SIM
2024;3;2024-03;Bragança;Bragança;Sendas;SIM;57;04;0402;040246;SIM
2024;3;2024-03;Bragança;Macedo de Cavaleiros;Lamalonga;SIM;245;04;0405;040517;SIM
2024;3;2024-03;Bragança;Mirandela;Cabanelas;NÃO;65;04;0407;040709;SIM
2024;3;2024-03;Bragança;Mogadouro;Bemposta;SIM;463;04;0408;040802;SIM
2024;3;2024-03;Bragança;Mogadouro;Bruçó;NÃO;16;04;0408;040803;SIM
2024;3;2024-03;Bragança;Mogadouro;União das freguesias de Remondes e Soutelo;SIM;143;04;0408;040831;SIM
2024;3;2024-03;Bragança;Torre de Moncorvo;Mós;NÃO;16;04;0409;040913;SIM
2024;3;2024-03;Bragança;Vila Flor;Samões;NÃO;30;04;0410;041010;SIM
2024;3;2024-03;Bragança;Vinhais;União das freguesias de Quirás e Pinheiro Novo;NÃO;61;04;0412;041239;SIM
2024;3;2024-03;Bragança;Vinhais;União das freguesias de Vilar de Lomba e São Jomil;NÃO;36;04;0412;041243;SIM
2024;3;2024-03;Castelo Branco;Covilhã;União das freguesias de Casegas e Ourondo;NÃO;364;05;0503;050334;SIM
2024;3;2024-03;Castelo Branco;Covilhã;União das freguesias de Vale Formoso e Aldeia do Souto;SIM;317;05;0503;050338;SIM
2024;3;2024-03;Castelo Branco;Sertã;Sertã;SIM;4825;05;0509;050912;SIM
2024;3;2024-03;Castelo Branco;Vila Velha de Ródão;Fratel;NÃO;64;05;0511;051101;SIM
2024;3;2024-03;Coimbra;Cantanhede;União das freguesias de Sepins e Bolho;NÃO;853;06;0602;060223;SIM
2024;3;2024-03;Coimbra;Montemor-o-Velho;Meãs do Campo;SIM;270;06;0610;061006;SIM
2024;3;2024-03;Évora;Alandroal;Capelins (Santo António);NÃO;100;07;0701;070104;SIM
2024;3;2024-03;Évora;Viana do Alentejo;Alcáçovas;SIM;1543;07;0713;071301;SIM
2024;3;2024-03;Faro;Albufeira;Paderne;NÃO;1321;08;0801;080103;SIM
2024;3;2024-03;Faro;Aljezur;Odeceixe;NÃO;389;08;0803;080303;SIM
2024;3;2024-03;Faro;Faro;União das freguesias de Faro (Sé e São Pedro);NÃO;1408;08;0805;080508;SIM
2024;3;2024-03;Faro;Lagos;União das freguesias de Bensafrim e Barão de São João;SIM;763;08;0807;080707;SIM
2024;3;2024-03;Faro;Loulé;Almancil;NÃO;1357;08;0808;080801;SIM
2024;3;2024-03;Faro;Portimão;Alvor;SIM;6541;08;0811;081101;SIM
2024;3;2024-03;Faro;Tavira;Santa Luzia;SIM;2346;08;0814;081408;SIM
2024;3;2024-03;Guarda;Celorico da Beira;Vale de Azares;NÃO;19;09;0903;090318;SIM
2024;3;2024-03;Guarda;Gouveia;União das freguesias de Rio Torto e Lagarinhos;NÃO;59;09;0906;090628;SIM
2024;3;2024-03;Guarda;Guarda;Vila Garcia;NÃO;57;09;0907;090753;SIM
2024;3;2024-03;Leiria;Alcobaça;Alfeizerão;NÃO;152;10;1001;100102;SIM
2024;3;2024-03;Leiria;Caldas da Rainha;União das freguesias de Caldas da Rainha - Santo Onofre e Serra do Bouro;SIM;8201;10;1006;100618;SIM
2024;3;2024-03;Leiria;Leiria;Coimbrão;NÃO;730;10;1009;100909;SIM
2024;3;2024-03;Leiria;Leiria;Bajouca;SIM;1054;10;1009;100925;SIM
2024;3;2024-03;Leiria;Óbidos;Vau;SIM;1571;10;1012;101207;SIM
2024;3;2024-03;Leiria;Pombal;Pelariga;SIM;804;10;1015;101508;SIM
2024;3;2024-03;Leiria;Porto de Mós;Pedreiras;NÃO;81;10;1016;101609;SIM
2024;3;2024-03;Lisboa;Alenquer;União das freguesias de Alenquer (Santo Estêvão e Triana);NÃO;312;11;1101;110119;SIM
2024;3;2024-03;Lisboa;Alenquer;União das freguesias de Alenquer (Santo Estêvão e Triana);SIM;6371;11;1101;110119;SIM
2024;3;2024-03;Lisboa;Loures;União das freguesias de Santo António dos Cavaleiros e Frielas;SIM;10563;11;1107;110730;SIM
2024;3;2024-03;Lisboa;Lourinhã;Santa Bárbara;SIM;1101;11;1108;110806;SIM
2024;3;2024-03;Lisboa;Amadora;Alfragide;SIM;8417;11;1115;111512;SIM
2024;3;2024-03;Portalegre;Marvão;Beirã;SIM;195;12;1210;121001;SIM
2024;3;2024-03;Portalegre;Portalegre;União das freguesias de Reguengo e São Julião;SIM;652;12;1214;121412;SIM
2024;3;2024-03;Porto;Felgueiras;Friande;SIM;624;13;1303;130305;SIM
2024;3;2024-03;Porto;Lousada;Caíde de Rei;NÃO;65;13;1305;130504;SIM
2024;3;2024-03;Porto;Lousada;Meinedo;SIM;1760;13;1305;130513;SIM
2024;3;2024-03;Porto;Lousada;União das freguesias de Nespereira e Casais;NÃO;229;13;1305;130531;SIM
2024;3;2024-03;Porto;Penafiel;Recezinhos (São Martinho);NÃO;375;13;1311;131133;SIM
2024;3;2024-03;Porto;Penafiel;Rio Mau;SIM;658;13;1311;131138;SIM
2024;3;2024-03;Porto;Vila do Conde;União das freguesias de Touguinha e Touguinhó;SIM;1444;13;1316;131636;SIM
2024;3;2024-03;Santarém;Abrantes;União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;NÃO;412;14;1401;140120;SIM
2024;3;2024-03;Santarém;Ferreira do Zêzere;Beco;NÃO;54;14;1411;141103;SIM
2024;3;2024-03;Santarém;Ourém;Nossa Senhora da Piedade;SIM;5185;14;1421;142115;SIM
2024;3;2024-03;Setúbal;Santiago do Cacém;Cercal;NÃO;860;15;1509;150903;SIM
2024;3;2024-03;Setúbal;Sesimbra;Sesimbra (Santiago);NÃO;276;15;1511;151102;SIM
2024;3;2024-03;Viana do Castelo;Arcos de Valdevez;Sistelo;NÃO;42;16;1601;160145;SIM
2024;3;2024-03;Viana do Castelo;Melgaço;São Paio;SIM;396;16;1603;160317;SIM
2024;3;2024-03;Viana do Castelo;Monção;Bela;NÃO;17;16;1604;160406;SIM
2024;3;2024-03;Viana do Castelo;Monção;Riba de Mouro;SIM;750;16;1604;160424;SIM
2024;3;2024-03;Viana do Castelo;Paredes de Coura;União das freguesias de Bico e Cristelo;NÃO;405;16;1605;160522;SIM
2024;3;2024-03;Viana do Castelo;Paredes de Coura;União das freguesias de Cossourado e Linhares;SIM;387;16;1605;160523;SIM
2024;3;2024-03;Viana do Castelo;Valença;Ganfei;NÃO;287;16;1608;160808;SIM
2024;3;2024-03;Viana do Castelo;Valença;Verdoejo;SIM;168;16;1608;160816;SIM
2024;3;2024-03;Viana do Castelo;Viana do Castelo;Amonde;SIM;151;16;1609;160903;SIM
2024;3;2024-03;Viana do Castelo;Viana do Castelo;Anha;SIM;1287;16;1609;160904;SIM
2024;3;2024-03;Viana do Castelo;Viana do Castelo;Perre;SIM;1270;16;1609;160926;SIM
2024;3;2024-03;Viana do Castelo;Viana do Castelo;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;SIM;17946;16;1609;160948;SIM
2024;3;2024-03;Viana do Castelo;Vila Nova de Cerveira;Cornes;SIM;268;16;1610;161003;SIM
2024;3;2024-03;Viana do Castelo;Vila Nova de Cerveira;Covas;SIM;514;16;1610;161004;SIM
2024;3;2024-03;Viana do Castelo;Vila Nova de Cerveira;União das freguesias de Campos e Vila Meã;SIM;1021;16;1610;161016;SIM
2024;3;2024-03;Vila Real;Ribeira de Pena;Santa Marinha;SIM;292;17;1709;170906;SIM
2024;3;2024-03;Vila Real;Sabrosa;Souto Maior;NÃO;26;17;1710;171013;SIM
2024;3;2024-03;Vila Real;Valpaços;Possacos;NÃO;80;17;1712;171216;SIM
2024;3;2024-03;Viseu;Carregal do Sal;Oliveira do Conde;NÃO;126;18;1802;180204;SIM
2024;3;2024-03;Viseu;Cinfães;Espadanedo;SIM;275;18;1804;180404;SIM
2024;3;2024-03;Viseu;Cinfães;União das freguesias de Alhões, Bustelo, Gralheira e Ramires;SIM;494;18;1804;180418;SIM
2024;3;2024-03;Viseu;Lamego;Ferreirim;NÃO;22;18;1805;180507;SIM
2024;3;2024-03;Viseu;Lamego;Penude;NÃO;22;18;1805;180517;SIM
2024;3;2024-03;Viseu;Lamego;Samodães;SIM;125;18;1805;180519;SIM
2024;3;2024-03;Viseu;Mangualde;Fornos de Maceira Dão;NÃO;47;18;1806;180607;SIM
2024;3;2024-03;Viseu;Moimenta da Beira;Baldos;NÃO;13;18;1807;180705;SIM
