Ano;Mês;data;Distrito;Concelho;Freguesia;Inclui contador inteligente;Número de CPE's;CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia;Contrato Ativo
2024;1;2024-01;Lisboa;Cascais;União das freguesias de Cascais e Estoril;SIM;42969;11;1105;110508;SIM
2024;1;2024-01;Lisboa;Lourinhã;Reguengo Grande;NÃO;168;11;1108;110805;SIM
2024;1;2024-01;Lisboa;Mafra;União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;NÃO;1198;11;1109;110919;SIM
2024;1;2024-01;Lisboa;Mafra;União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;NÃO;754;11;1109;110922;SIM
2024;1;2024-01;Lisboa;Amadora;Águas Livres;SIM;21333;11;1115;111513;SIM
2024;1;2024-01;Porto;Amarante;Lufrei;NÃO;56;13;1301;130121;SIM
2024;1;2024-01;Porto;Amarante;Vila Caiz;NÃO;914;13;1301;130138;SIM
2024;1;2024-01;Porto;Baião;Frende;NÃO;282;13;1302;130204;SIM
2024;1;2024-01;Porto;Felgueiras;Pinheiro;SIM;154;13;1303;130314;SIM
2024;1;2024-01;Porto;Lousada;Torno;NÃO;93;13;1305;130525;SIM
2024;1;2024-01;Porto;Vila Nova de Gaia;União das freguesias de Sandim, Olival, Lever e Crestuma;SIM;6058;13;1317;131729;SIM
2024;1;2024-01;Porto;Trofa;União das freguesias de Alvarelhos e Guidões;NÃO;215;13;1318;131809;SIM
2024;1;2024-01;Santarém;Almeirim;Fazendas de Almeirim;NÃO;1845;14;1403;140303;SIM
2024;1;2024-01;Santarém;Constância;Santa Margarida da Coutada;SIM;890;14;1408;140803;SIM
2024;1;2024-01;Santarém;Coruche;Branca;SIM;776;14;1409;140905;SIM
2024;1;2024-01;Santarém;Santarém;União das freguesias de Casével e Vaqueiros;NÃO;433;14;1416;141631;SIM
2024;1;2024-01;Santarém;Vila Nova da Barquinha;Atalaia;SIM;959;14;1420;142001;SIM
2024;1;2024-01;Setúbal;Almada;União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas;SIM;34095;15;1503;150312;SIM
2024;1;2024-01;Setúbal;Almada;União das freguesias de Laranjeiro e Feijó;NÃO;842;15;1503;150315;SIM
2024;1;2024-01;Setúbal;Sesimbra;Sesimbra (Santiago);SIM;6925;15;1511;151102;SIM
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;Gavieira;SIM;472;16;1601;160113;SIM
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;União das freguesias de Jolda (Madalena) e Rio Cabrão;SIM;213;16;1601;160158;SIM
2024;1;2024-01;Viana do Castelo;Arcos de Valdevez;União das freguesias de Padreiro (Salvador e Santa Cristina);SIM;235;16;1601;160159;SIM
2024;1;2024-01;Viana do Castelo;Caminha;Dem;SIM;205;16;1602;160209;SIM
2024;1;2024-01;Viana do Castelo;Caminha;Seixas;SIM;1285;16;1602;160215;SIM
2024;1;2024-01;Viana do Castelo;Melgaço;Alvaredo;NÃO;32;16;1603;160301;SIM
2024;1;2024-01;Viana do Castelo;Monção;Barbeita;NÃO;61;16;1604;160404;SIM
2024;1;2024-01;Viana do Castelo;Paredes de Coura;União das freguesias de Cossourado e Linhares;SIM;353;16;1605;160523;SIM
2024;1;2024-01;Viana do Castelo;Ponte da Barca;Britelo;SIM;154;16;1606;160604;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Anais;SIM;573;16;1607;160701;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Calvelo;NÃO;51;16;1607;160714;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Labruja;SIM;259;16;1607;160729;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Santa Comba;SIM;310;16;1607;160742;SIM
2024;1;2024-01;Viana do Castelo;Ponte de Lima;Fornelos e Queijada;SIM;901;16;1607;160758;SIM
2024;1;2024-01;Viana do Castelo;Valença;União das freguesias de Valença, Cristelo Covo e Arão;NÃO;761;16;1608;160820;SIM
2024;1;2024-01;Viana do Castelo;Viana do Castelo;União das freguesias de Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela;NÃO;764;16;1609;160948;SIM
2024;1;2024-01;Vila Real;Alijó;Alijó;NÃO;244;17;1701;170101;SIM
2024;1;2024-01;Vila Real;Alijó;União das freguesias de Carlão e Amieiro;SIM;670;17;1701;170120;SIM
2024;1;2024-01;Vila Real;Boticas;Boticas e Granja;SIM;995;17;1702;170219;SIM
2024;1;2024-01;Vila Real;Chaves;Santa Leocádia;NÃO;178;17;1703;170329;SIM
2024;1;2024-01;Vila Real;Chaves;União das freguesias da Madalena e Samaiões;SIM;1686;17;1703;170354;SIM
2024;1;2024-01;Vila Real;Montalegre;Salto;NÃO;815;17;1706;170626;SIM
2024;1;2024-01;Vila Real;Murça;Fiolhoso;NÃO;22;17;1707;170703;SIM
2024;1;2024-01;Vila Real;Murça;Valongo de Milhais;NÃO;13;17;1707;170708;SIM
2024;1;2024-01;Vila Real;Ribeira de Pena;União das freguesias de Cerva e Limões;NÃO;602;17;1709;170908;SIM
2024;1;2024-01;Viseu;Carregal do Sal;Cabanas de Viriato;NÃO;163;18;1802;180202;SIM
2024;1;2024-01;Viseu;Castro daire;Gosende;SIM;129;18;1803;180309;SIM
2024;1;2024-01;Viseu;Lamego;União das freguesias de Bigorne, Magueija e Pretarouca;NÃO;42;18;1805;180526;SIM
2024;1;2024-01;Viseu;Mangualde;Espinho;SIM;686;18;1806;180606;SIM
2024;1;2024-01;Viseu;Nelas;Canas de Senhorim;NÃO;365;18;1809;180901;SIM
2024;1;2024-01;Viseu;Resende;São Cipriano;SIM;142;18;1813;181312;SIM
2024;1;2024-01;Viseu;São João da Pesqueira;Riodades;NÃO;142;18;1815;181507;SIM
2024;1;2024-01;Viseu;Tabuaço;Valença do Douro;SIM;232;18;1819;181917;SIM
2024;1;2024-01;Viseu;Tondela;Lajeosa do Dão;NÃO;785;18;1821;182109;SIM
2024;1;2024-01;Viseu;Tondela;União das freguesias de São João do Monte e Mosteirinho;SIM;190;18;1821;182130;SIM
2024;1;2024-01;Viseu;Viseu;Orgens;SIM;1755;18;1823;182319;SIM
2024;1;2024-01;Viseu;Viseu;Ribafeita;SIM;341;18;1823;182322;SIM
2024;1;2024-01;Viseu;Viseu;Coutos de Viseu;SIM;389;18;1823;182337;SIM
2024;2;2024-02;Aveiro;Arouca;União das freguesias de Covelo de Paivó e Janarde;NÃO;118;01;0104;010424;SIM
2024;2;2024-02;Aveiro;Castelo de Paiva;São Martinho de Sardoura;NÃO;23;01;0106;010608;SIM
2024;2;2024-02;Aveiro;Estarreja;União das freguesias de Beduído e Veiros;SIM;5532;01;0108;010808;SIM
2024;2;2024-02;Aveiro;Santa Maria da Feira;Fornos;SIM;1520;01;0109;010908;SIM
2024;2;2024-02;Aveiro;Santa Maria da Feira;União das freguesias de Canedo, Vale e Vila Maior;SIM;2007;01;0109;010933;SIM
2024;2;2024-02;Aveiro;Ovar;Esmoriz;SIM;6972;01;0115;011503;SIM
2024;2;2024-02;Aveiro;Ovar;União das freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã;SIM;17049;01;0115;011509;SIM
2024;2;2024-02;Beja;Castro Verde;Entradas;NÃO;22;02;0206;020603;SIM
2024;2;2024-02;Beja;Castro Verde;São Marcos da Ataboeira;NÃO;44;02;0206;020605;SIM
2024;2;2024-02;Beja;Cuba;Cuba;NÃO;109;02;0207;020701;SIM
2024;2;2024-02;Braga;Barcelos;Remelhe;NÃO;85;03;0302;030263;SIM
2024;2;2024-02;Braga;Barcelos;União das freguesias de Gamil e Midões;NÃO;271;03;0302;030299;SIM
2024;2;2024-02;Braga;Braga;Padim da Graça;SIM;516;03;0303;030330;SIM
2024;2;2024-02;Braga;Braga;Braga (São Vicente);NÃO;199;03;0303;030349;SIM
2024;2;2024-02;Braga;Fafe;Paços;NÃO;51;03;0307;030719;SIM
2024;2;2024-02;Braga;Guimarães;Brito;NÃO;125;03;0308;030807;SIM
2024;2;2024-02;Braga;Guimarães;União das freguesias de Sande Vila Nova e Sande São Clemente;SIM;1437;03;0308;030887;SIM
2024;2;2024-02;Braga;Póvoa de Lanhoso;Póvoa de Lanhoso (Nossa Senhora do Amparo);NÃO;232;03;0309;030919;SIM
2024;2;2024-02;Bragança;Bragança;Coelhoso;SIM;320;04;0402;040210;SIM
2024;2;2024-02;Bragança;Carrazeda de Ansiães;Linhares;NÃO;14;04;0403;040308;SIM
2024;2;2024-02;Bragança;Mirandela;São Pedro Velho;SIM;216;04;0407;040727;SIM
2024;2;2024-02;Bragança;Vinhais;União das freguesias de Vilar de Lomba e São Jomil;SIM;175;04;0412;041243;SIM
2024;2;2024-02;Castelo Branco;Castelo Branco;Monforte da Beira;SIM;489;05;0502;050216;SIM
2024;2;2024-02;Castelo Branco;Covilhã;Unhais da Serra;SIM;624;05;0503;050325;SIM
2024;2;2024-02;Castelo Branco;Fundão;Lavacolhos;SIM;226;05;0504;050419;SIM
2024;2;2024-02;Castelo Branco;Fundão;União das freguesias de Vale de Prazeres e Mata da Rainha;NÃO;230;05;0504;050436;SIM
2024;2;2024-02;Castelo Branco;Idanha-a-Nova;Medelim;NÃO;18;05;0505;050506;SIM
2024;2;2024-02;Castelo Branco;Idanha-a-Nova;Rosmaninhal;NÃO;121;05;0505;050512;SIM
2024;2;2024-02;Castelo Branco;Oleiros;Oleiros-Amieira;SIM;2029;05;0506;050614;SIM
2024;2;2024-02;Castelo Branco;Penamacor;União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;SIM;1207;05;0507;050713;SIM
2024;2;2024-02;Castelo Branco;Vila Velha de Ródão;Vila Velha de Ródão;SIM;1544;05;0511;051104;SIM
2024;2;2024-02;Coimbra;Arganil;Secarias;NÃO;44;06;0601;060116;SIM
2024;2;2024-02;Coimbra;Góis;Alvares;SIM;960;06;0606;060601;SIM
2024;2;2024-02;Coimbra;Oliveira do Hospital;Meruge;SIM;125;06;0611;061110;SIM
2024;2;2024-02;Coimbra;Oliveira do Hospital;Seixo da Beira;NÃO;633;06;0611;061118;SIM
2024;2;2024-02;Coimbra;Soure;Samuel;SIM;367;06;0615;061508;SIM
2024;2;2024-02;Évora;Estremoz;União das freguesias do Ameixial (Santa Vitória e São Bento);SIM;425;07;0704;070417;SIM
2024;2;2024-02;Évora;Évora;União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe;NÃO;76;07;0705;070525;SIM
2024;2;2024-02;Évora;Mora;Mora;SIM;1175;07;0707;070703;SIM
2024;2;2024-02;Évora;Portel;União das freguesias de São Bartolomeu do Outeiro e Oriola;SIM;349;07;0709;070910;SIM
2024;2;2024-02;Faro;Portimão;Mexilhoeira Grande;SIM;2344;08;0811;081102;SIM
2024;2;2024-02;Faro;Vila do Bispo;Sagres;SIM;1194;08;0815;081504;SIM
2024;2;2024-02;Guarda;Aguiar da Beira;Pena Verde;SIM;549;09;0901;090109;SIM
2024;2;2024-02;Guarda;Figueira de Castelo Rodrigo;Castelo Rodrigo;SIM;307;09;0904;090403;SIM
2024;2;2024-02;Guarda;Fornos de Algodres;Fornos de Algodres;NÃO;72;09;0905;090505;SIM
2024;2;2024-02;Guarda;Fornos de Algodres;Infias;SIM;173;09;0905;090507;SIM
2024;2;2024-02;Guarda;Gouveia;Cativelos;SIM;584;09;0906;090603;SIM
2024;2;2024-02;Guarda;Gouveia;Paços da Serra;SIM;381;09;0906;090613;SIM
2024;2;2024-02;Guarda;Guarda;Pega;SIM;213;09;0907;090729;SIM
2024;2;2024-02;Guarda;Guarda;Valhelhas;NÃO;247;09;0907;090747;SIM
2024;2;2024-02;Guarda;Guarda;Vila Cortês do Mondego;SIM;163;09;0907;090750;SIM
2024;2;2024-02;Guarda;Pinhel;Ervedosa;SIM;63;09;0910;091009;SIM
2024;2;2024-02;Guarda;Sabugal;Aldeia Velha;SIM;459;09;0911;091106;SIM
2024;2;2024-02;Guarda;Seia;Alvoco da Serra;NÃO;316;09;0912;091201;SIM
2024;2;2024-02;Guarda;Trancoso;Aldeia Nova;SIM;188;09;0913;091301;SIM
2024;2;2024-02;Guarda;Trancoso;Cogula;SIM;175;09;0913;091304;SIM
2024;2;2024-02;Guarda;Trancoso;Póvoa do Concelho;SIM;206;09;0913;091314;SIM
2024;2;2024-02;Guarda;Vila Nova de Foz Côa;Cedovim;NÃO;190;09;0914;091403;SIM
2024;2;2024-02;Leiria;Leiria;Coimbrão;NÃO;1182;10;1009;100909;SIM
2024;2;2024-02;Leiria;Porto de Mós;São Bento;SIM;463;10;1016;101610;SIM
2024;2;2024-02;Leiria;Porto de Mós;Porto de Mós - São João Baptista e São Pedro;SIM;3858;10;1016;101614;SIM
2024;2;2024-02;Lisboa;Lisboa;Alcântara;SIM;9736;11;1106;110602;SIM
2024;2;2024-02;Lisboa;Lisboa;Belém;SIM;10950;11;1106;110658;SIM
2024;2;2024-02;Lisboa;Lisboa;Misericórdia;NÃO;958;11;1106;110661;SIM
2024;2;2024-02;Lisboa;Loures;União das freguesias de Camarate, Unhos e Apelação;NÃO;370;11;1107;110731;SIM
2024;2;2024-02;Lisboa;Lourinhã;Moita dos Ferreiros;SIM;935;11;1108;110803;SIM
2024;2;2024-02;Lisboa;Torres Vedras;União das freguesias de A dos Cunhados e Maceira;NÃO;3167;11;1113;111321;SIM
2024;2;2024-02;Lisboa;Amadora;Águas Livres;NÃO;634;11;1115;111513;SIM
2024;2;2024-02;Portalegre;Elvas;Assunção, Ajuda, Salvador e Santo Ildefonso;NÃO;376;12;1207;120712;SIM
2024;2;2024-02;Portalegre;Monforte;Santo Aleixo;SIM;366;12;1211;121103;SIM
2024;2;2024-02;Portalegre;Nisa;São Matias;NÃO;149;12;1212;121208;SIM
2024;2;2024-02;Portalegre;Ponte de Sor;Galveias;NÃO;241;12;1213;121301;SIM
2024;2;2024-02;Portalegre;Portalegre;União das freguesias da Sé e São Lourenço;SIM;9597;12;1214;121411;SIM
2024;2;2024-02;Portalegre;Portalegre;União das freguesias de Reguengo e São Julião;SIM;620;12;1214;121412;SIM
2024;2;2024-02;Porto;Maia;Milheirós;NÃO;164;13;1306;130608;SIM
2024;2;2024-02;Porto;Marco de Canaveses;Santo Isidoro e Livração;SIM;900;13;1307;130735;SIM
2024;2;2024-02;Porto;Penafiel;Guilhufe e Urrô;NÃO;144;13;1311;131141;SIM
2024;2;2024-02;Porto;Vila do Conde;Mindelo;SIM;2762;13;1316;131616;SIM
2024;2;2024-02;Porto;Vila do Conde;Vila do Conde;NÃO;1416;13;1316;131628;SIM
2024;2;2024-02;Santarém;Rio Maior;São Sebastião;SIM;121;14;1414;141411;SIM
2024;2;2024-02;Santarém;Santarém;Gançaria;NÃO;126;14;1416;141628;SIM
2024;2;2024-02;Santarém;Santarém;União das freguesias de São Vicente do Paul e Vale de Figueira;SIM;755;14;1416;141634;SIM
2024;2;2024-02;Setúbal;Sines;Porto Covo;SIM;1205;15;1513;151302;SIM
2024;2;2024-02;Viana do Castelo;Arcos de Valdevez;Rio de Moinhos;NÃO;110;16;1601;160131;SIM
2024;2;2024-02;Viana do Castelo;Caminha;Riba de Âncora;SIM;432;16;1602;160214;SIM
2024;2;2024-02;Viana do Castelo;Melgaço;Cristoval;SIM;380;16;1603;160305;SIM
2024;2;2024-02;Viana do Castelo;Melgaço;Fiães;NÃO;35;16;1603;160307;SIM
2024;2;2024-02;Viana do Castelo;Monção;Pias;NÃO;38;16;1604;160420;SIM
2024;2;2024-02;Viana do Castelo;Monção;Trute;SIM;205;16;1604;160431;SIM
2024;2;2024-02;Viana do Castelo;Ponte da Barca;Britelo;SIM;175;16;1606;160604;SIM
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Anais;SIM;583;16;1607;160701;SIM
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Calheiros;NÃO;23;16;1607;160713;SIM
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Correlhã;SIM;1253;16;1607;160716;SIM
2024;2;2024-02;Viana do Castelo;Ponte de Lima;Gemieira;SIM;326;16;1607;160727;SIM
2024;2;2024-02;Viana do Castelo;Viana do Castelo;Carreço;NÃO;33;16;1609;160908;SIM
2024;2;2024-02;Vila Real;Boticas;Sapiãos;SIM;398;17;1702;170215;SIM
2024;2;2024-02;Vila Real;Boticas;Vilar e Viveiro;NÃO;242;17;1702;170221;SIM
2024;2;2024-02;Vila Real;Valpaços;Santiago da Ribeira de Alhariz;SIM;239;17;1712;171221;SIM
2024;2;2024-02;Vila Real;Vila Pouca de Aguiar;Vreia de Jales;SIM;800;17;1713;171316;SIM
2024;2;2024-02;Vila Real;Vila Real;União das freguesias de Pena, Quintã e Vila Cova;NÃO;79;17;1714;171436;SIM
2024;2;2024-02;Viseu;Armamar;Santa Cruz;NÃO;41;18;1801;180111;SIM
2024;2;2024-02;Viseu;Lamego;Britiande;SIM;748;18;1805;180504;SIM
2024;2;2024-02;Viseu;Moimenta da Beira;Caria;NÃO;149;18;1807;180707;SIM
2024;2;2024-02;Viseu;Mortágua;Pala;NÃO;52;18;1808;180807;SIM
2024;2;2024-02;Viseu;Penedono;União das freguesias de Antas e Ourozinho;SIM;299;18;1812;181210;SIM
2024;2;2024-02;Viseu;Resende;São João de Fontoura;NÃO;251;18;1813;181313;SIM
2024;2;2024-02;Viseu;São Pedro do Sul;Figueiredo de Alva;SIM;482;18;1816;181606;SIM
2024;2;2024-02;Viseu;Tarouca;Mondim da Beira;SIM;474;18;1820;182004;SIM
2024;2;2024-02;Viseu;Tondela;Canas de Santa Maria;SIM;1005;18;1821;182103;SIM
2024;2;2024-02;Viseu;Viseu;Abraveses;SIM;4641;18;1823;182301;SIM
2024;2;2024-02;Viseu;Viseu;Lordosa;SIM;1042;18;1823;182316;SIM
2024;2;2024-02;Viseu;Viseu;Rio de Loba;SIM;4719;18;1823;182323;SIM
2024;3;2024-03;Aveiro;Águeda;União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão;SIM;848;01;0101;010123;SIM
2024;3;2024-03;Aveiro;Albergaria-a-Velha;Branca;NÃO;390;01;0102;010204;SIM
2024;3;2024-03;Aveiro;Anadia;São Lourenço do Bairro;NÃO;690;01;0103;010310;SIM
2024;3;2024-03;Aveiro;Anadia;União das freguesias de Tamengos, Aguim e Óis do Bairro;SIM;1519;01;0103;010318;SIM
2024;3;2024-03;Aveiro;Aveiro;Oliveirinha;NÃO;1018;01;0105;010508;SIM
2024;3;2024-03;Aveiro;Santa Maria da Feira;Paços de Brandão;SIM;2008;01;0109;010919;SIM
2024;3;2024-03;Aveiro;Santa Maria da Feira;Rio Meão;NÃO;1098;01;0109;010921;SIM
2024;3;2024-03;Aveiro;Santa Maria da Feira;Santa Maria de Lamas;NÃO;1262;01;0109;010925;SIM
2024;3;2024-03;Beja;Cuba;Faro do Alentejo;NÃO;20;02;0207;020702;SIM
2024;3;2024-03;Beja;Mértola;Santana de Cambas;NÃO;62;02;0209;020905;SIM
2024;3;2024-03;Beja;Ourique;União das freguesias de Panoias e Conceição;NÃO;53;02;0212;021208;SIM
2024;3;2024-03;Braga;Barcelos;Silva;SIM;375;03;0302;030279;SIM
2024;3;2024-03;Braga;Barcelos;União das freguesias de Tamel (Santa Leocádia) e Vilar do Monte;NÃO;191;03;0302;0302FF;SIM
2024;3;2024-03;Braga;Braga;União das freguesias de Braga (São José de São Lázaro e São João do Souto);NÃO;438;03;0303;030365;SIM
2024;3;2024-03;Braga;Celorico de Basto;Fervença;SIM;673;03;0305;030510;SIM
2024;3;2024-03;Braga;Fafe;Paços;NÃO;32;03;0307;030719;SIM
2024;3;2024-03;Braga;Fafe;Travassós;NÃO;307;03;0307;030733;SIM
2024;3;2024-03;Braga;Fafe;Vinhós;SIM;295;03;0307;030736;SIM
2024;3;2024-03;Braga;Terras de Bouro;Moimenta;NÃO;21;03;0310;031010;SIM
2024;3;2024-03;Braga;Terras de Bouro;Vilar da Veiga;SIM;954;03;0310;031017;SIM
2024;3;2024-03;Braga;Terras de Bouro;União das freguesias de Cibões e Brufe;NÃO;16;03;0310;031020;SIM
2024;3;2024-03;Braga;Vieira do Minho;União das freguesias de Caniçada e Soengas;NÃO;274;03;0311;031124;SIM
2024;3;2024-03;Braga;Vila Nova de Famalicão;Riba de Ave;SIM;1589;03;0312;031234;SIM
2024;3;2024-03;Braga;Vila Verde;Valdreu;NÃO;172;03;0313;031355;SIM
2024;3;2024-03;Braga;Vila Verde;Valdreu;SIM;208;03;0313;031355;SIM
2024;3;2024-03;Bragança;Bragança;França;SIM;182;04;0402;040215;SIM
2024;3;2024-03;Bragança;Bragança;Gondesende;SIM;104;04;0402;040217;SIM
2024;3;2024-03;Bragança;Bragança;Mós;NÃO;131;04;0402;040224;SIM
2024;3;2024-03;Bragança;Bragança;São Pedro de Sarracenos;NÃO;152;04;0402;040244;SIM
2024;3;2024-03;Bragança;Bragança;Serapicos;NÃO;150;04;0402;040247;SIM
2024;3;2024-03;Bragança;Carrazeda de Ansiães;Linhares;SIM;422;04;0403;040308;SIM
2024;3;2024-03;Bragança;Macedo de Cavaleiros;Vale da Porca;SIM;181;04;0405;040533;SIM
2024;3;2024-03;Bragança;Mirandela;Vale de Gouvinhas;NÃO;111;04;0407;040732;SIM
2024;3;2024-03;Bragança;Mirandela;Vale de Gouvinhas;SIM;155;04;0407;040732;SIM
2024;3;2024-03;Bragança;Mogadouro;União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;NÃO;171;04;0408;040830;SIM
2024;3;2024-03;Bragança;Torre de Moncorvo;Torre de Moncorvo;NÃO;88;04;0409;040916;SIM
2024;3;2024-03;Bragança;Vila Flor;União das freguesias de Vilas Boas e Vilarinho das Azenhas;NÃO;49;04;0410;041024;SIM
2024;3;2024-03;Castelo Branco;Covilhã;União das freguesias de Vale Formoso e Aldeia do Souto;NÃO;317;05;0503;050338;SIM
2024;3;2024-03;Castelo Branco;Fundão;Alcaria;NÃO;55;05;0504;050402;SIM
2024;3;2024-03;Castelo Branco;Fundão;Capinha;SIM;425;05;0504;050411;SIM
2024;3;2024-03;Castelo Branco;Idanha-a-Nova;Ladoeiro;NÃO;751;05;0505;050505;SIM
2024;3;2024-03;Castelo Branco;Idanha-a-Nova;União das freguesias de Monsanto e Idanha-a-Velha;NÃO;822;05;0505;050520;SIM
2024;3;2024-03;Castelo Branco;Penamacor;Salvador;SIM;393;05;0507;050711;SIM
2024;3;2024-03;Castelo Branco;Sertã;Castelo;NÃO;358;05;0509;050903;SIM
2024;3;2024-03;Coimbra;Arganil;Folques;SIM;210;06;0601;060109;SIM
2024;3;2024-03;Coimbra;Figueira da Foz;Moinhos da Gândara;NÃO;439;06;0605;060518;SIM
2024;3;2024-03;Coimbra;Lousã;Serpins;NÃO;147;06;0607;060704;SIM
2024;3;2024-03;Coimbra;Soure;Vinha da Rainha;NÃO;524;06;0615;061512;SIM
2024;3;2024-03;Évora;Portel;Monte do Trigo;NÃO;32;07;0709;070903;SIM
2024;3;2024-03;Évora;Portel;Santana;SIM;345;07;0709;070906;SIM
2024;3;2024-03;Évora;Redondo;Montoito;SIM;921;07;0710;071001;SIM
2024;3;2024-03;Évora;Vendas Novas;Vendas Novas;SIM;6363;07;0712;071201;SIM
2024;3;2024-03;Évora;Viana do Alentejo;Aguiar;NÃO;12;07;0713;071303;SIM
2024;3;2024-03;Évora;Vila Viçosa;Nossa Senhora da Conceição e São Bartolomeu;SIM;3013;07;0714;071406;SIM
2024;3;2024-03;Guarda;Aguiar da Beira;União das freguesias de Sequeiros e Gradiz;NÃO;21;09;0901;090115;SIM
2024;3;2024-03;Guarda;Almeida;Malhada Sorda;SIM;413;09;0902;090213;SIM
2024;3;2024-03;Guarda;Almeida;União das freguesias de Amoreira, Parada e Cabreira;NÃO;112;09;0902;090230;SIM
2024;3;2024-03;Guarda;Celorico da Beira;Baraçal;NÃO;36;09;0903;090302;SIM
2024;3;2024-03;Guarda;Mêda;Aveloso;NÃO;11;09;0909;090901;SIM
2024;3;2024-03;Guarda;Sabugal;Souto;SIM;909;09;0911;091134;SIM
2024;3;2024-03;Guarda;Seia;Girabolhos;SIM;90;09;0912;091205;SIM
2024;3;2024-03;Leiria;Alcobaça;Turquel;SIM;1594;10;1001;100114;SIM
2024;3;2024-03;Leiria;Leiria;Arrabal;NÃO;87;10;1009;100902;SIM
2024;3;2024-03;Leiria;Leiria;União das freguesias de Leiria, Pousos, Barreira e Cortes;NÃO;788;10;1009;100933;SIM
2024;3;2024-03;Leiria;Leiria;União das freguesias de Marrazes e Barosa;SIM;15898;10;1009;100934;SIM
2024;3;2024-03;Leiria;Pedrógão Grande;Graça;NÃO;372;10;1013;101301;SIM
2024;3;2024-03;Lisboa;Arruda dos Vinhos;Arruda dos Vinhos;SIM;4896;11;1102;110202;SIM
2024;3;2024-03;Lisboa;Lisboa;Belém;NÃO;650;11;1106;110658;SIM
2024;3;2024-03;Lisboa;Loures;Bucelas;SIM;2542;11;1107;110702;SIM
2024;3;2024-03;Lisboa;Mafra;União das freguesias de Igreja Nova e Cheleiros;SIM;1053;11;1109;110920;SIM
2024;3;2024-03;Lisboa;Sintra;União das freguesias de Agualva e Mira-Sintra;SIM;22502;11;1111;111122;SIM
2024;3;2024-03;Lisboa;Amadora;Falagueira-Venda Nova;SIM;12283;11;1115;111515;SIM
2024;3;2024-03;Portalegre;Crato;Gáfete;NÃO;22;12;1206;120604;SIM
2024;3;2024-03;Portalegre;Crato;Monte da Pedra;SIM;289;12;1206;120605;SIM
2024;3;2024-03;Portalegre;Fronteira;Cabeço de Vide;SIM;890;12;1208;120801;SIM
2024;3;2024-03;Porto;Lousada;Lodares;NÃO;62;13;1305;130510;SIM
2024;3;2024-03;Porto;Marco de Canaveses;Marco;NÃO;235;13;1307;130736;SIM
2024;3;2024-03;Porto;Paços de Ferreira;Carvalhosa;NÃO;179;13;1309;130902;SIM
2024;3;2024-03;Porto;Penafiel;Termas de São Vicente;SIM;1412;13;1311;131143;SIM
2024;3;2024-03;Porto;Vila do Conde;Vila Chã;NÃO;96;13;1316;131627;SIM
2024;3;2024-03;Porto;Vila do Conde;Vila do Conde;SIM;17839;13;1316;131628;SIM
2024;3;2024-03;Porto;Vila do Conde;União das freguesias de Fornelo e Vairão;SIM;542;13;1316;131632;SIM
2024;3;2024-03;Santarém;Abrantes;Martinchel;NÃO;201;14;1401;140105;SIM
2024;3;2024-03;Santarém;Abrantes;Carvalhal;SIM;291;14;1401;140119;SIM
2024;3;2024-03;Santarém;Ferreira do Zêzere;Ferreira do Zêzere;SIM;2076;14;1411;141106;SIM
2024;3;2024-03;Santarém;Ferreira do Zêzere;Nossa Senhora do Pranto;SIM;922;14;1411;141110;SIM
2024;3;2024-03;Santarém;Golegã;Pombalinho;SIM;303;14;1412;141203;SIM
2024;3;2024-03;Santarém;Mação;União das freguesias de Mação, Penhascoso e Aboboreira;NÃO;309;14;1413;141309;SIM
2024;3;2024-03;Santarém;Torres Novas;União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);SIM;4987;14;1419;141920;SIM
2024;3;2024-03;Setúbal;Alcácer do Sal;Comporta;SIM;1180;15;1501;150106;SIM
2024;3;2024-03;Viana do Castelo;Caminha;União das freguesias de Moledo e Cristelo;NÃO;104;16;1602;160224;SIM
2024;3;2024-03;Viana do Castelo;Paredes de Coura;Mozelos;NÃO;15;16;1605;160513;SIM
2024;3;2024-03;Viana do Castelo;Paredes de Coura;Vascões;NÃO;131;16;1605;160521;SIM
2024;3;2024-03;Viana do Castelo;Ponte de Lima;Feitosa;NÃO;37;16;1607;160719;SIM
2024;3;2024-03;Viana do Castelo;Ponte de Lima;Rebordões (Souto);NÃO;32;16;1607;160747;SIM
